Year,Month,Monthly_kWh
2020,1,1693.2059999998396
2020,2,1311.7009999999193
2020,3,1015.7489999998055
2020,4,994.1119999998236
2020,5,1299.66299999984
2020,6,2175.7709999998287
2020,7,2121.235999999845
2020,8,2275.5349999997425
2020,9,1615.1119999998762
2020,10,1107.984999999932
2020,11,863.2649999999614
2020,12,888.9879999999714
